input_text,target_text
"""因工作安排沟通需求，下个月周二开会，相关人员需提前做好准备。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""2"", ""day"": ""none"", ""term"": ""none""}"
"""近期课程安排较满，明天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""原本计划去图书馆，却因前天下午有课，只能先搁置。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-2"", ""term"": ""none""}"
"""学习进度已过半，同学们需做好准备，下学期的最后一周考试。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""在学校的课程安排里，前天下午有课，这让学习日程更紧凑。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-2"", ""term"": ""none""}"
"""公司有重要事务需讨论，上个月周三开会，全员务必准时参加。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""3"", ""day"": ""none"", ""term"": ""none""}"
"""项目推进遇问题需讨论，下个月周二开会集思广益找对策 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""2"", ""day"": ""none"", ""term"": ""none""}"
"""学校教学安排有序，按照规划，下学期的最后一周考试。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""项目推进遇问题需商讨，下个月星期天开会，相关人员务必参加。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""学习进度已到后半程，下学期的最后一周考试，大家需全力备考。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""课程安排较紧凑，本以为那天没事，没想到前天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-2"", ""term"": ""none""}"
"""这周课程安排里，后天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""公司安排事务，上个月星期六开会，大家需准时参加。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""学校教学安排紧凑，上学期的第二周考试，同学们都积极备考。 ""","{""month"": ""none"", ""week"": ""2"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""因工作安排需集中讨论，本月星期一开会。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""1"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期工作安排紧密，上个月周五开会商讨项目推进事宜。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""5"", ""day"": ""none"", ""term"": ""none""}"
"""本周课程安排紧凑，后天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""公司有重要事务安排，上个月周天开会，大家需积极参与。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""在学校的课程安排里，昨天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""学校教学安排紧凑，本学期的第二周考试，同学们需提前做好准备。 ""","{""month"": ""none"", ""week"": ""2"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""公司有重要事务待商讨，上个月周五开会。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""5"", ""day"": ""none"", ""term"": ""none""}"
"""舍友说这课很重要，明天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""公司安排事务，上个月星期天开会，旨在商讨项目推进相关事宜。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""学校教学安排紧凑，下学期的最后一周考试，同学们需提前准备。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""临近学期尾声，大家正紧张备考，本学期的最后一周考试。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""近期工作安排，下个月星期二开会，各部门提前做好准备。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""2"", ""day"": ""none"", ""term"": ""none""}"
"""在课程安排里，自己这学期课业紧，今天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""0"", ""term"": ""none""}"
"""公司有重要事务待商讨，下个月星期二开会。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""2"", ""day"": ""none"", ""term"": ""none""}"
"""学校教学安排紧凑，按照计划，本学期的第五周考试。 ""","{""month"": ""none"", ""week"": ""5"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""近期课程安排紧凑，今天下午有课，得提前做好准备去上课了。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""0"", ""term"": ""none""}"
"""近期课程安排紧凑，不巧明天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""根据教学安排，为检验学习成果，本学期的第13周考试。 ""","{""month"": ""none"", ""week"": ""13"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""学校课程安排确定，下学期的第三周考试，大家需提前做好准备。 ""","{""month"": ""none"", ""week"": ""3"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""临近学期结束，学习氛围紧张，上学期的最后一周考试。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""室友提醒，在这学期课程安排里，今天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""0"", ""term"": ""none""}"
"""这周课程安排紧凑，得知后天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""在这所学校，课程即将结束，下学期的最后一周考试。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""近期课程安排较满，昨天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""项目进度需沟通协调，下个月周天开会，各部门负责人务必参加。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期工作安排需沟通，本月周五开会商讨相关事宜。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""5"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期事务需讨论，下个月星期三开会。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""3"", ""day"": ""none"", ""term"": ""none""}"
"""在课程学习进度安排里，上学期的第13周考试，大家需做好准备。 ""","{""month"": ""none"", ""week"": ""13"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""学校教学安排紧凑，本学期的最后一周考试，大家都在紧张备考。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""学校教学安排有明确规划，本学期的第三周考试，大家需提前备考。 ""","{""month"": ""none"", ""week"": ""3"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""原本计划出门游玩，但收到通知后天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""近期课程安排紧凑，得知后天下午有课，得提前做好准备啦。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""学校课程安排妥当，明确上学期的第十六周考试，同学们积极备考。 ""","{""month"": ""none"", ""week"": ""16"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""近期学习安排紧凑，虽事务多，但后天下午有课得按时去。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""领导安排工作沟通事宜，本月周三开会。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""3"", ""day"": ""none"", ""term"": ""none""}"
"""因工作安排需讨论重要事宜，下个月星期天开会。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""课程学习接近知识巩固阶段，本学期的第十一周考试，需认真备考。 ""","{""month"": ""none"", ""week"": ""11"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""原本打算出门购物，可后来得知后天下午有课，只能改时间了。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""在公司业务推进阶段，上个月星期二开会讨论项目进展相关事宜。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""2"", ""day"": ""none"", ""term"": ""none""}"
"""为推进项目进展，经讨论决定，下个月星期五开会。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""5"", ""day"": ""none"", ""term"": ""none""}"
"""校园学习接近尾声，上学期的最后一周考试，同学们都在紧张备考。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""课程进度安排紧凑，为检验学习成果，上学期的第10周考试。 ""","{""month"": ""none"", ""week"": ""10"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""近期工作安排紧凑，需集合商议，下个月周六开会。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期工作安排需讨论，上个月星期五开会。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""5"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期工作安排需讨论，下个月星期日开会。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期工作安排需讨论，本月星期天开会。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""近期课程安排较满，记得前天下午有课，别耽误学习进度。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-2"", ""term"": ""none""}"
"""本周课程安排里，后天下午有课，需提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""根据教学安排，课程考核有序进行，下学期的第十四周考试。 ""","{""month"": ""none"", ""week"": ""14"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""在校园既定的课程安排里，昨天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""因工作安排需交流进展，本月星期四开会，相关人员准时参加。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""4"", ""day"": ""none"", ""term"": ""none""}"
"""本周课程安排紧凑，得知后天下午有课，得提前做好准备了。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""室友提醒我，在学校的课程安排里，今天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""0"", ""term"": ""none""}"
"""学校教学安排紧凑，上学期的最后一周考试，大家都在紧张备考。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""课程安排紧凑，原本计划被打乱，明天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""公司业务推进中，上个月星期天开会，商讨项目关键问题 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""近期工作安排需交流，本月周日开会，望大家提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""根据教学安排，课程学习进度到一定阶段，下学期的第9周考试。 ""","{""month"": ""none"", ""week"": ""9"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""学校教学安排确定，学生需提前准备，下学期的第5周考试。 ""","{""month"": ""none"", ""week"": ""5"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""原本计划下午去逛街，但想起来今天下午有课，只能改时间了。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""0"", ""term"": ""none""}"
"""课程学习接近尾声，老师通知下学期的第9周考试。 ""","{""month"": ""none"", ""week"": ""9"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""学校教学安排紧凑，各科目统一规划，上学期的第三周考试。 ""","{""month"": ""none"", ""week"": ""3"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""公司近期工作安排需沟通，下个月周五开会。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""5"", ""day"": ""none"", ""term"": ""none""}"
"""近期课程安排紧凑，虽忙碌但充实，后天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""根据教学安排，为检验学习成果，本学期的第十五周考试。 ""","{""month"": ""none"", ""week"": ""15"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""近期课程安排紧凑，虽事务多，但后天下午有课仍需提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""学校教学安排紧凑，按照计划，本学期的第六周考试。 ""","{""month"": ""none"", ""week"": ""6"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""因工作安排需沟通进度，本月周天开会。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""在学校的课程安排里，前天下午有课，得按时去教室。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-2"", ""term"": ""none""}"
"""在课程安排里，得知明天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""同学告知课程安排，说后天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""公司有重要事务安排，上个月周日开会，参会人员需提前做好准备。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""公司临时安排事务，上个月星期天开会，大家需提前做好准备。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""公司工作安排中，上个月周四开会，探讨项目推进相关事宜。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""4"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期工作安排需研讨，本月周二开会共同商议相关事宜。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""2"", ""day"": ""none"", ""term"": ""none""}"
"""学校教学安排紧凑，上学期的第三周考试，大家都在紧张备考。 ""","{""month"": ""none"", ""week"": ""3"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""室友告知课程安排，明天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""学校教学安排既定，本学期的第6周考试，同学们需提前做好准备。 ""","{""month"": ""none"", ""week"": ""6"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""最近课程安排较满，昨天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""因工作安排需集中讨论，本月周六开会。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""公司为推进项目进度，本月星期天开会，相关人员务必参加。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""按照学校教学安排，各科目考核有序开展，上学期的第十五周考试。 ""","{""month"": ""none"", ""week"": ""15"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""在繁忙的学习日程里，学校安排上学期的第十二周考试。 ""","{""month"": ""none"", ""week"": ""12"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""公司近期工作安排需沟通，本月周三开会共同商讨相关事宜。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""3"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期有重要事项需商讨，下个月星期四开会。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""4"", ""day"": ""none"", ""term"": ""none""}"
"""近期课程安排紧凑，想起前天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-2"", ""term"": ""none""}"
"""领导通知部门人员，本月周六开会，大家提前做好工作安排。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""根据教学安排，为检验学习成果，本学期的第9周考试。 ""","{""month"": ""none"", ""week"": ""9"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""公司业务安排紧张，上个月周六开会，大家都全力以赴应对工作。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""在学校的课程安排里，昨天下午有课，这是既定的学习日程。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""近期学习安排较满，明天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""根据教学安排，各科目将统一进行考核，下学期的第13周考试。 ""","{""month"": ""none"", ""week"": ""13"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""在学校的课程安排里，昨天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""在学校的学习安排里，上学期的第二周考试，大家都在紧张备考。 ""","{""month"": ""none"", ""week"": ""2"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""近期学习安排紧凑，昨天下午有课，还得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""在学校的课程安排里，昨天下午有课，得提前做好准备去上课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""学习日程安排紧凑，虽忙碌但充实，明天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""在学校的课程安排里，昨天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""领导通知工作安排，下个月星期六开会，望大家提前做好准备。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""公司有重要事务待商讨，下个月星期二开会，望相关人员届时参加。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""2"", ""day"": ""none"", ""term"": ""none""}"
"""项目进度待梳理，为高效推进工作，本月周三开会。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""3"", ""day"": ""none"", ""term"": ""none""}"
"""近期课程安排紧凑，本打算休息，却得知后天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""近期课程安排紧密，昨天下午有课，之后还得忙别的事。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""近期课程安排紧凑，明天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""近期课程安排较满，记得前天下午有课，别忘记去上。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-2"", ""term"": ""none""}"
"""公司近期事务安排紧凑，故决定本月星期六开会。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""近期课程安排紧凑，就记得前天下午有课，其他时间都有点模糊了。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-2"", ""term"": ""none""}"
"""学校教学安排紧凑，下学期的最后一周考试，大家需提前做好复习。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""1""}"
"""在课程安排里，个人学习日程中，后天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""学校课程学习进度过半时安排测评，上学期的第9周考试。 ""","{""month"": ""none"", ""week"": ""9"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""公司安排重要事宜讨论，下个月星期一开会。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""1"", ""day"": ""none"", ""term"": ""none""}"
"""公司运营有重要事项需讨论，上个月周天开会。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期事务安排紧凑，上个月周二开会商讨重要业务进展。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""2"", ""day"": ""none"", ""term"": ""none""}"
"""学生课程安排紧凑，前天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-2"", ""term"": ""none""}"
"""公司近期业务推进需沟通，本月周六开会，望大家提前做好安排。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""老师通知学生，本学期的第五周考试，大家要做好复习准备。 ""","{""month"": ""none"", ""week"": ""5"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""舍友提醒我，在这学期的课程安排里，今天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""0"", ""term"": ""none""}"
"""公司近期业务需研讨，下个月周六开会，望各位准时参加。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""近期课程安排较满，昨天下午有课，需提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""公司计划近期举行重要会议，本月星期四开会。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""4"", ""day"": ""none"", ""term"": ""none""}"
"""在课程安排里，得知明天下午有课，需提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""公司安排重要事宜，上个月周四开会，商讨项目推进相关问题。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""4"", ""day"": ""none"", ""term"": ""none""}"
"""公司业务讨论提上日程，上个月星期日开会，共同商议发展方向。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""临近学期结束，教学安排紧凑，本学期的最后一周考试。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""近期课程安排紧凑，明天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""近期工作需讨论，下个月周日开会，相关人员准时参加。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""在学校的课程安排里，昨天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""公司近期工作安排紧凑，决定下个月周六开会商讨项目进度。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期工作安排待讨论，下个月星期六开会。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""项目推进需商讨方案，下个月星期日开会，全员务必准时参加。 ""","{""month"": ""1"", ""week"": ""none"", ""weekday"": ""7"", ""day"": ""none"", ""term"": ""none""}"
"""公司近期业务讨论，上个月星期四开会共同商议相关事宜。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""4"", ""day"": ""none"", ""term"": ""none""}"
"""课程学习接近尾声，学校安排上学期的第16周考试，检验学习成果。 ""","{""month"": ""none"", ""week"": ""16"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""校园学习阶段，课程结束进入复习期，上学期的最后一周考试。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""项目推进需沟通，本月周一开会，各部门负责人务必参加。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""1"", ""day"": ""none"", ""term"": ""none""}"
"""在课程学习安排中，上学期的第14周考试，大家需提前做好准备。 ""","{""month"": ""none"", ""week"": ""14"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""近期工作安排下，原本定好的本月周二开会计划不变。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""2"", ""day"": ""none"", ""term"": ""none""}"
"""学校教学安排有序，本学期的最后一周考试，同学们都在紧张备考。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""近期学业安排较满，得知后天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""2"", ""term"": ""none""}"
"""在学校的课程安排里，今天下午有课。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""0"", ""term"": ""none""}"
"""公司近期事务安排紧凑，上个月星期六开会商讨重要业务进展。 ""","{""month"": ""-1"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""项目进度需跟进讨论，本月周六开会，相关人员务必准时参加。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""6"", ""day"": ""none"", ""term"": ""none""}"
"""近期课程安排紧凑，昨天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""-1"", ""term"": ""none""}"
"""临近学期结束，学校安排上学期的最后一周考试，同学们都在紧张备考。 ""","{""month"": ""none"", ""week"": ""-1"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""-1""}"
"""老师通知大家，本学期的第5周考试，请同学们提前做好复习准备。 ""","{""month"": ""none"", ""week"": ""5"", ""weekday"": ""none"", ""day"": ""none"", ""term"": ""0""}"
"""同学告知课程安排，说自己明天下午有课，需提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
"""近期课程安排紧凑，刚得知明天下午有课，得提前做好准备。 ""","{""month"": ""0"", ""week"": ""none"", ""weekday"": ""none"", ""day"": ""1"", ""term"": ""none""}"
