input_text,target_text
"""公司近期工作任务重，上个月第一个星期周六开会，大家齐心协力推进项目。""","['{""month"":""-1"",""week"":""1"",""weekday"":""6"",""day"":""none"",""term"":""none""}']"
"""在这所学校，学生们得知上学期的第十五周考试的安排。""","['{""month"":""none"",""week"":""15"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""公司为讨论项目进度，上个月第二个星期星期一开会。""","['{""month"":""-1"",""week"":""2"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""因家中突发状况需处理，本学期的第15周请假。""","['{""month"":""none"",""week"":""15"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""公司近期工作安排需沟通，下个月第三个星期周二开会。""","['{""month"":""1"",""week"":""3"",""weekday"":""2"",""day"":""none"",""term"":""none""}']"
"""因家中有事需处理，后天请假，望批准。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""学校教学安排中，下学期的第2周将对课程作业完成情况进行检查。""","['{""month"":""none"",""week"":""2"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""学校教学安排已定，本学期的第十二周考试，大家需提前做好准备。""","['{""month"":""none"",""week"":""12"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""因身体突发不适需去就医检查，所以今天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""本学期教学安排参考，上学期的第13周正常进行了上课。""","['{""month"":""none"",""week"":""13"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""工作任务已提前安排好，且手头无紧急事务，明天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""课程安排确定，原本有些犹豫的我，现在得知后天上课。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""校园里课程接近尾声，同学们正迎来本学期的最后一周上课。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""医院通知患者做全面体检，上个月第一周星期六检查。""","['{""month"":""-1"",""week"":""1"",""weekday"":""6"",""day"":""none"",""term"":""none""}']"
"""学校教学安排里，本学期的第五周上课，学生们需做好学习准备。""","['{""month"":""none"",""week"":""5"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""学习安排已定，老师通知后天上课，大家提前做好准备。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""学校课程安排确定，下学期的第4周开始正式上课。""","['{""month"":""none"",""week"":""4"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""近期学习安排紧凑，后天上课，需提前做好相关准备。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""因家中突发状况需处理，后天请假，望批准。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""领导通知，团队近期事务需讨论，明天开会。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""学校课程安排确定，下学期第13周开始正常上课。""","['{""month"":""none"",""week"":""13"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""学校课程安排紧凑，虽有其他事要忙，但后天上课不能耽误。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""因家中突发情况需处理，上学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""学校课程结束进入考核阶段，本月第二个星期周天考试，大家需认真备考。""","['{""month"":""0"",""week"":""2"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""课程学习进度有安排，下学期的第十二周考试，需提前做好准备。""","['{""month"":""none"",""week"":""12"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""身体突然不适需去医院检查，所以今天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""教学任务安排中，下学期第十周要对相关项目进行检查。""","['{""month"":""none"",""week"":""10"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""因个人特殊情况，希望在本学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""部门要推进新项目，昨天开会讨论了具体的工作安排与分工。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-1"",""term"":""none""}']"
"""公司业务推进关键阶段，大家齐聚会议室，今天开会商讨对策。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""学校课程安排有调整，本月第一个星期星期一上课。""","['{""month"":""0"",""week"":""1"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""公司计划就项目进度沟通，本月第一周星期日开会。""","['{""month"":""0"",""week"":""1"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""为确保工作质量，相关负责人组织开展今天检查。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""公司项目推进遇问题，需开会研讨，下个月第三周星期四开会。""","['{""month"":""1"",""week"":""3"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""学校安排了一项重要工作，下学期的第十一周检查各项任务完成情况。""","['{""month"":""none"",""week"":""11"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""学校组织教学成果验收，开展本学期的最后一周检查。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""领导通知，部门同事一起，今天开会商讨项目推进事宜。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""医生提醒需做好准备，后天检查各项身体指标情况。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""因个人特殊情况，需在下学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""因家中突发状况需处理，现向领导申请后天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""上级部门要来开展工作检查，明天检查，大家务必做好准备。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""因家中突发状况需处理，前天请假，望领导理解。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""学校课程安排紧凑，明天上课得提前做好知识和文具准备。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""学校安排课程考核，本月第一周周三考试，同学们需提前做好准备。""","['{""month"":""0"",""week"":""1"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""公司为总结上学期工作情况，安排在上学期的最后一周开会。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""学习成果评估安排，下学期的第六周检查，大家提前做好准备。""","['{""month"":""none"",""week"":""6"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""为了检测学习成果，学校组织了一场考试，昨天考试。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-1"",""term"":""none""}']"
"""因个人特殊情况，需在本学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""公司通知，为讨论项目进度，本月第三周星期六开会。""","['{""month"":""0"",""week"":""3"",""weekday"":""6"",""day"":""none"",""term"":""none""}']"
"""在学校的课程安排里，上学期的第5周考试，大家都在紧张备考。""","['{""month"":""none"",""week"":""5"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""得知明天要考试，心里有些紧张，真希望能取得好成绩。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""领导临时决定有重要事项讨论，后天开会。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""公司近期业务调整，上个月第二个星期星期六开会商讨相关事宜。""","['{""month"":""-1"",""week"":""2"",""weekday"":""6"",""day"":""none"",""term"":""none""}']"
"""公司近期工作需讨论，下个月第一周星期四开会，各部门做好准备。""","['{""month"":""1"",""week"":""1"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""因课程安排，本月第一周周三正常上课，请同学们做好准备。""","['{""month"":""0"",""week"":""1"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""同学们，老师刚通知，下个月第一周星期四考试，大家做好准备。""","['{""month"":""1"",""week"":""1"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""公司近期工作安排需沟通，下个月第一个星期周天开会，望各位准时参加。""","['{""month"":""1"",""week"":""1"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""在忙碌的学习生活里，今天上课，又能获取新知识了。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""学校教学常规工作安排，本学期的第5周检查各项教学资料。""","['{""month"":""none"",""week"":""5"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""公司近期工作安排紧凑，上个月第二周周天开会讨论项目推进事宜。""","['{""month"":""-1"",""week"":""2"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""临近学期末课程考核安排中，上个月第一个星期周三考试。""","['{""month"":""-1"",""week"":""1"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""领导来公司视察，重点项目成果明天检查，大家做好准备。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""公司近期业务繁忙，为协调工作，今天开会。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""课程安排已确定，下学期的第11周上课，同学们提前做好准备。""","['{""month"":""none"",""week"":""11"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""在学校的学习生活里，前天上课的场景仍历历在目。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""在备考许久后迎来这场关键测试，上个月第二周星期日考试。""","['{""month"":""-1"",""week"":""2"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""上级部门安排对工作成果进行检查，本月第三周周四检查。""","['{""month"":""0"",""week"":""3"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""因个人特殊情况，需在本学期课程安排里，下学期的第十二周请假。""","['{""month"":""none"",""week"":""12"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""在公司业务推进关键阶段，上个月第一个星期星期一开会商讨重要事宜。""","['{""month"":""-1"",""week"":""1"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""因身体不适安排检查，上个月第一周星期三检查，看看各项指标状况。""","['{""month"":""-1"",""week"":""1"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""身体有些不适去医院，前天检查，结果还未拿到，心里有点忐忑。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""近期工作安排有今天检查，需提前做好各项准备以应对。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""公司安排对各部门工作成果进行评估，今天检查。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""因工作安排需交流进度，本月第三个星期星期三开会，望相关人员准时参加。""","['{""month"":""0"",""week"":""3"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""学校教学管理安排，本学期的第5周检查各项教学工作落实情况。""","['{""month"":""none"",""week"":""5"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""学校组织阶段性测评，今天考试，同学们都认真备考迎接挑战。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""公司近期业务讨论，昨天开会，参会人员深入交流了工作规划。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-1"",""term"":""none""}']"
"""为了了解身体状况，特地去医院进行昨天检查。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-1"",""term"":""none""}']"
"""学校安排课程进度，下学期的最后一周检查教学成果与学生学习情况。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""临近重要项目验收，相关负责人通知大家后天检查各项准备情况。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""因个人特殊情况需处理，下学期的第二周请假。""","['{""month"":""none"",""week"":""2"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""单位组织定期检查，通知下个月第二周周天检查各部门卫生与安全情况。""","['{""month"":""1"",""week"":""2"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""班级组织了重要考试，前天考试的结果大家都很关心。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""学校课程安排紧凑，下学期的最后一周上课后就要进行期末总结。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""医生告知需做全面健康评估，后天检查。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""为检验学习成果，学校安排下个月第一个星期星期六考试，大家需认真备考。""","['{""month"":""1"",""week"":""1"",""weekday"":""6"",""day"":""none"",""term"":""none""}']"
"""学校组织教学常规工作，开展了上学期的第十一周检查。""","['{""month"":""none"",""week"":""11"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""因个人特殊情况，需在本学期下学期的第十五周请假。""","['{""month"":""none"",""week"":""15"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""临近学期结束事务繁多，上学期的最后一周开会商讨相关工作。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""学校教学安排有规律，下学期的最后一周考试，需提前做好准备。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""近期身体不适去看了医生，被告知后天检查，心里有点紧张。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""公司近期业务讨论提上日程，昨天开会，大家各抒己见。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-1"",""term"":""none""}']"
"""临近项目收尾，相关负责人通知大家后天检查各项工作完成情况。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""因家中突发状况需处理，前天请假，望理解。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""公司安排了一项重要检查，下个月第二周周二检查，大家要提前做好准备。""","['{""month"":""1"",""week"":""2"",""weekday"":""2"",""day"":""none"",""term"":""none""}']"
"""在忙碌的学习进程中，迎来上学期的最后一周上课时光。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""同学们都在紧张备考，而我今天考试，希望能取得好成绩。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""课程学习已近尾声，老师通知本月第三周周三考试，大家要做好准备。""","['{""month"":""0"",""week"":""3"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""因家中突发状况需处理，明天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""因个人特殊情况，需在下学期第十一周请假。""","['{""month"":""none"",""week"":""11"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""因家中突发状况需处理，明天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""学校教学工作收尾阶段，安排下学期的最后一周开会。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""公司安排了一项重要事务，下个月第二周周二检查，大家需提前做好准备。""","['{""month"":""1"",""week"":""2"",""weekday"":""2"",""day"":""none"",""term"":""none""}']"
"""领导安排近期工作，要求大家重视，所以今天开会。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""学校教学安排里，本学期的第六周上课，同学们需做好学习准备。""","['{""month"":""none"",""week"":""6"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""单位组织健康筛查，上个月第一周周天检查，不少同事都积极参与。""","['{""month"":""-1"",""week"":""1"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""在校园里，大家都认真投入学习氛围，昨天上课。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-1"",""term"":""none""}']"
"""因家中突发状况需处理，明天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""工作任务已提前安排妥当，考虑到个人情况，后天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""因个人特殊情况，需在本学期的第15周请假。""","['{""month"":""none"",""week"":""15"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""因突发状况需向老师说明，上学期的第二周请假。""","['{""month"":""none"",""week"":""2"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""因家中突发状况需处理，上个月第一周星期一请假。""","['{""month"":""-1"",""week"":""1"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""领导安排人员对项目进展情况进行上个月第三周周五检查。""","['{""month"":""-1"",""week"":""3"",""weekday"":""5"",""day"":""none"",""term"":""none""}']"
"""身体突然不适需就医检查，故今天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""因家中有事需处理，所以明天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""临近学期收尾，为总结工作、规划后续，安排在本学期的最后一周开会。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""同学复习得差不多了，心态放轻松些，明天考试正常发挥就好。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""在某学校的日常里，前天上课，同学们都积极投入到学习中。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""身体有点不适去医院，前天检查，结果还没出来，有点忐忑。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""因家中有事需处理，本月第一周星期五请假。""","['{""month"":""0"",""week"":""1"",""weekday"":""5"",""day"":""none"",""term"":""none""}']"
"""因家中突发状况需处理，本学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""学校课程安排有序，下学期的最后一周上课，之后将迎来相关活动。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""因个人特殊情况，需在本学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""接到通知需对设备状况进行全面评估，上个月第一周星期六检查""","['{""month"":""-1"",""week"":""1"",""weekday"":""6"",""day"":""none"",""term"":""none""}']"
"""老师宣布课程学习结束，告知学生下个月第一周周一考试。""","['{""month"":""1"",""week"":""1"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""学校组织课程进度相关事宜，安排上学期的第12周检查。""","['{""month"":""none"",""week"":""12"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""因家中有事需处理，后天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""学校教学安排已定，下学期的最后一周考试，大家需提前备考。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""工作任务已提前安排妥当，为处理个人事务，后天请假。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""因个人突发状况，需在课程进度中的上学期第十三周请假。""","['{""month"":""none"",""week"":""13"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""项目推进遇问题需商议，后天开会，相关人员准时参加。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""公司计划安排下学期的第四周开会，商讨项目推进相关事宜。""","['{""month"":""none"",""week"":""4"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""近期安排了一系列检查，今天检查相关项目在有序进行中。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""医生通知有项重要身体指标需检查，后天检查。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""公司决定开展安全检查，下个月第二个星期周日检查各部门办公区域设施情况。""","['{""month"":""1"",""week"":""2"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""学校安排对各班级卫生情况，进行上学期的第15周检查。""","['{""month"":""none"",""week"":""15"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""因家中突发状况需处理，本学期的最后一周请假。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""班级通知，为检验学习成果，本月第一周周三考试，大家做好准备。""","['{""month"":""0"",""week"":""1"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""学校安排课程实践成果，下学期的第十周检查，大家提前做好准备。""","['{""month"":""none"",""week"":""10"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""老师宣布了考试安排，告知大家下个月第二个星期星期五考试。""","['{""month"":""1"",""week"":""2"",""weekday"":""5"",""day"":""none"",""term"":""none""}']"
"""因家中突发状况需处理，上个月第三周周三请假。""","['{""month"":""-1"",""week"":""3"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""在课程学习进度安排中，上学期的第5周考试，同学们积极备考。""","['{""month"":""none"",""week"":""5"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""公司有内部卫生检查安排，本月第一周星期三检查，请各部门提前做好准备。""","['{""month"":""0"",""week"":""1"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""因身体不适需就医检查，今天请假，望批准。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""领导通知大家，要提前做好准备，下个月第三周星期一检查。""","['{""month"":""1"",""week"":""3"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""公司有重要事项需讨论，本月第一周星期一开会。""","['{""month"":""0"",""week"":""1"",""weekday"":""1"",""day"":""none"",""term"":""none""}']"
"""在知识的海洋里遨游，今天上课，期待获取新的智慧启迪。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""学校教学常规工作中，安排了本学期的第二周检查。""","['{""month"":""none"",""week"":""2"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""在学校里，同学们都在认真备考，而我今天考试。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""公司决定在课程安排到相应进度时，上学期的第十周开会。""","['{""month"":""none"",""week"":""10"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""为总结本学期工作，决定在下学期的最后一周开会交流相关事宜。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""在学校学习的阶段里，迎来本学期的最后一周上课时光。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""公司近期事务繁多，为统筹安排，今天开会商议相关事宜。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""0"",""term"":""none""}']"
"""学校教学安排紧凑，上学期的最后一周考试，同学们都在紧张备考。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""老师通知，为检验学习成果，本月第二周周四考试，大家做好准备。""","['{""month"":""0"",""week"":""2"",""weekday"":""4"",""day"":""none"",""term"":""none""}']"
"""学校教务处组织本学期的第五周检查，涵盖教学秩序等方面。""","['{""month"":""none"",""week"":""5"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
"""工作任务繁重身体不适，所以昨天请假，希望能调整状态尽快回归。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-1"",""term"":""none""}']"
"""学校教学安排确定，下学期的第四周正式开始上课。""","['{""month"":""none"",""week"":""4"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""领导组织部门成员集中交流工作进展，前天开会，探讨业务难题。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""老师通知近期学校有重要测评，下个月第三个星期周六考试，大家做好准备。""","['{""month"":""1"",""week"":""3"",""weekday"":""6"",""day"":""none"",""term"":""none""}']"
"""按照课程安排，为检验学习成果，上学期的第四周考试。""","['{""month"":""none"",""week"":""4"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""最近课程安排紧凑，之前已通知，后天上课。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""因个人特殊情况，需在本学期对应上学期第10周的时间段请假。""","['{""month"":""none"",""week"":""10"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""公司决定针对项目进展，下学期的第4周开会，商讨后续计划。""","['{""month"":""none"",""week"":""4"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""公司安排卫生状况检查，本月第一周周天检查，各部门需提前做好准备。""","['{""month"":""0"",""week"":""1"",""weekday"":""7"",""day"":""none"",""term"":""none""}']"
"""学校教学安排中，下学期课程在第十五周正常开展上课活动。""","['{""month"":""none"",""week"":""15"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""在这学期课程安排里，对上学期所学知识进行考查，第十二周考试。""","['{""month"":""none"",""week"":""12"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""在紧张的学习节奏里，迎来下学期的最后一周上课时光。""","['{""month"":""none"",""week"":""-1"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""项目进展到关键阶段，为协调进度，后天开会商讨相关事宜。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""2"",""term"":""none""}']"
"""在学校的工作安排下，上学期的第十一周开会商讨教学相关事宜。""","['{""month"":""none"",""week"":""11"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""学校课程安排里，上学期的第12周上课，需提前做好学习准备。""","['{""month"":""none"",""week"":""12"",""weekday"":""none"",""day"":""none"",""term"":""-1""}']"
"""工作任务繁重身体不适，前天请假调养状态。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""-2"",""term"":""none""}']"
"""因有私事需处理，计划在之后周五请假，即原本说的下个月第一周周五请假。""","['{""month"":""1"",""week"":""1"",""weekday"":""5"",""day"":""none"",""term"":""none""}']"
"""课程安排既定，你需做好准备，明天上课。""","['{""month"":""none"",""week"":""none"",""weekday"":""none"",""day"":""1"",""term"":""none""}']"
"""学校课程安排既定，本月第二周星期三上课，大家提前做好准备。""","['{""month"":""0"",""week"":""2"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""因家中突发状况需处理，现申请下个月第二个星期星期二请假。""","['{""month"":""1"",""week"":""2"",""weekday"":""2"",""day"":""none"",""term"":""none""}']"
"""教学任务安排中，下学期的第2周会对相关学习成果进行检查。""","['{""month"":""none"",""week"":""2"",""weekday"":""none"",""day"":""none"",""term"":""1""}']"
"""因家中突发状况需处理，上个月第三个星期星期三请假。""","['{""month"":""-1"",""week"":""3"",""weekday"":""3"",""day"":""none"",""term"":""none""}']"
"""学校组织教学常规相关内容，本学期的第九周检查即将开展。""","['{""month"":""none"",""week"":""9"",""weekday"":""none"",""day"":""none"",""term"":""0""}']"
